"id";"study";"g";"r";"d";"z";"type"
15;"Hodgson & Cramer (1977), exp 2";NA;0.56;NA;NA;"r"
15;"Hodgson & Cramer (1977), exp 3";NA;0.15;NA;NA;"r"
15;"Hodgson & Cramer (1977), exp 6";NA;0.27;NA;NA;"r"
15;"Holling & Preckel (2005)";NA;0.46;NA;NA;"r"
15;"K. G. Bailey & Gibby (1971), exp 2";NA;0.46;NA;NA;"r"
15;"K. G. Bailey & Lazar (1976), exp 1";NA;0.48;NA;NA;"r"
15;"K. G. Bailey & Lazar (1976), exp 2";NA;0.53;NA;NA;"r"
15;"Kornilova et al. (2009)";NA;0.23;NA;NA;"r"
15;"Paulhus et al. (1998), exp 2";NA;0.24;NA;NA;"r"
15;"Paulhus et al. (1998), exp 4";NA;0.26;NA;NA;"r"
15;"Proyer & Ruch (2009), exp 4";NA;0.23;NA;NA;"r"
15;"Proyer & Ruch (2009), exp 5";NA;0.38;NA;NA;"r"
15;"Proyer & Ruch (2009), exp 6";NA;0.29;NA;NA;"r"
15;"R. C. Bailey & Bailey (1974), exp 1";NA;0.4;NA;NA;"r"
15;"R. C. Bailey & Bailey (1974), exp 2";NA;0.39;NA;NA;"r"
15;"R. C. Bailey & Bailey (1974), exp 3";NA;0.29;NA;NA;"r"
15;"R. C. Bailey & Bailey (1974), exp 5";NA;0.55;NA;NA;"r"
15;"R. C. Bailey & Bailey (1974), exp 7";NA;0.27;NA;NA;"r"
15;"R. C. Bailey & Bailey (1974), exp 8";NA;0.44;NA;NA;"r"
15;"R. C. Bailey & Mettetal (1977), exp 2";NA;0.35;NA;NA;"r"
15;"Rammstedt & Rammsayer (2002a), exp 1";NA;0.4;NA;NA;"r"
15;"Rammstedt & Rammsayer (2002a), exp 3";NA;0.29;NA;NA;"r"
15;"Rammstedt & Rammsayer (2002a), exp 4";NA;0.27;NA;NA;"r"
15;"Rammstedt & Rammsayer (2002a), exp 7";NA;0.25;NA;NA;"r"
15;"Rammstedt & Rammsayer (2002b), exp 1";NA;0.39;NA;NA;"r"
15;"Rammstedt & Rammsayer (2002b), exp 3";NA;0.35;NA;NA;"r"
15;"Rammstedt & Rammsayer (2002b), exp 4";NA;0.27;NA;NA;"r"
15;"Reilly & Mulhern (1995), exp 1";NA;0.42;NA;NA;"r"
15;"Reilly & Mulhern (1995), exp 2";NA;0.15;NA;NA;"r"
15;"Steinmayr & Spinath (2009), exp 2";NA;0.46;NA;NA;"r"
15;"Steinmayr & Spinath (2009), exp 3";NA;0.33;NA;NA;"r"
15;"Steinmayr & Spinath (2009), exp 4";NA;0.23;NA;NA;"r"
15;"Steinmayr & Spinath (2009), exp 6";NA;0.4;NA;NA;"r"
15;"Steinmayr & Spinath (2009), exp 7";NA;0.3;NA;NA;"r"
15;"Visser et al. (2008), exp 1";NA;0.31;NA;NA;"r"
15;"Visser et al. (2008), exp 3";NA;0.38;NA;NA;"r"
15;"Visser et al. (2008), exp 8";NA;0.25;NA;NA;"r"
15;"Webb (1955)";NA;0.21;NA;NA;"r"
15;"Westbrook et al. (1994), exp 11";NA;0.47;NA;NA;"r"
15;"Westbrook et al. (1994), exp 12";NA;0.3;NA;NA;"r"
15;"Westbrook et al. (1994), exp 13";NA;0.35;NA;NA;"r"
15;"Westbrook et al. (1994), exp 3";NA;0.49;NA;NA;"r"
15;"Westbrook et al. (1994), exp 4";NA;0.42;NA;NA;"r"
15;"Westbrook et al. (1994), exp 5";NA;0.47;NA;NA;"r"
15;"Wolff & Wasden (1969), exp 2";NA;0.11;NA;NA;"r"
15;"Ackerman & Wolman (2007), exp 2";NA;0.48;NA;NA;"o"
15;"Ackerman & Wolman (2007), exp 6";NA;0.49;NA;NA;"o"
15;"Ackerman et al. (1995), exp 3";NA;0.58;NA;NA;"o"
15;"Ackerman et al. (2001), exp 1";NA;0.51;NA;NA;"o"
15;"Ackerman et al. (2001), exp 3";NA;0.16;NA;NA;"o"
15;"Ackerman et al. (2002), exp 1";NA;-0.05;NA;NA;"o"
15;"Ackerman et al. (2002), exp 2";NA;0.47;NA;NA;"o"
15;"Ackerman et al. (2002), exp 3";NA;0.05;NA;NA;"o"
15;"Ackerman et al. (2002), exp 4";NA;-0.09;NA;NA;"o"
15;"Ackerman et al. (2002), exp 6";NA;0.18;NA;NA;"o"
15;"Ackerman et al. (2002), exp 7";NA;-0.09;NA;NA;"o"
15;"Ackerman et al. (2002), exp 8";NA;-0.12;NA;NA;"o"
15;"Cogan et al. (1915), exp 1";NA;0.7;NA;NA;"o"
15;"Furnham & Dissou (2007), exp 1";NA;0.53;NA;NA;"o"
15;"Furnham & Dissou (2007), exp 2";NA;0.51;NA;NA;"o"
15;"Furnham & Fong (2000)";NA;0.19;NA;NA;"o"
15;"Furnham & Rawles (1999), exp 2";NA;0.09;NA;NA;"o"
15;"Furnham (2009), exp 2";NA;0.51;NA;NA;"o"
15;"Furnham (2009), exp 4";NA;0.56;NA;NA;"o"
15;"Furnham (2009), exp 8";NA;0.18;NA;NA;"o"
15;"Hodgson & Cramer (1977), exp 1";NA;0.71;NA;NA;"o"
15;"Hodgson & Cramer (1977), exp 4";NA;-0.25;NA;NA;"o"
15;"Hodgson & Cramer (1977), exp 5";NA;-0.06;NA;NA;"o"
15;"K. G. Bailey & Gibby (1971), exp 1";NA;0.1;NA;NA;"o"
15;"Paulhus et al. (1998), exp 1";NA;0.2;NA;NA;"o"
15;"Paulhus et al. (1998), exp 3";NA;0.23;NA;NA;"o"
15;"Proyer & Ruch (2009), exp 1";NA;0.19;NA;NA;"o"
15;"Proyer & Ruch (2009), exp 2";NA;0.5;NA;NA;"o"
15;"Proyer & Ruch (2009), exp 3";NA;0.16;NA;NA;"o"
15;"R. C. Bailey & Bailey (1974), exp 4";NA;0.04;NA;NA;"o"
15;"R. C. Bailey & Bailey (1974), exp 6";NA;0.85;NA;NA;"o"
15;"R. C. Bailey & Mettetal (1977), exp 1";NA;0.49;NA;NA;"o"
15;"Rammstedt & Rammsayer (2002a), exp 2";NA;0.14;NA;NA;"o"
15;"Rammstedt & Rammsayer (2002a), exp 5";NA;0.17;NA;NA;"o"
15;"Rammstedt & Rammsayer (2002a), exp 6";NA;0.14;NA;NA;"o"
15;"Rammstedt & Rammsayer (2002b), exp 2";NA;0.07;NA;NA;"o"
15;"Rammstedt & Rammsayer (2002b), exp 5";NA;0.15;NA;NA;"o"
15;"Rammstedt & Rammsayer (2002b), exp 6";NA;-0.04;NA;NA;"o"
15;"Rammstedt & Rammsayer (2002b), exp 7";NA;0.22;NA;NA;"o"
15;"Steinmayr & Spinath (2009), exp 1";NA;0.15;NA;NA;"o"
15;"Steinmayr & Spinath (2009), exp 5";NA;0.21;NA;NA;"o"
15;"Steinmayr & Spinath (2009), exp 8";NA;0.09;NA;NA;"o"
15;"Visser et al. (2008), exp 2";NA;0.05;NA;NA;"o"
15;"Visser et al. (2008), exp 4";NA;0.16;NA;NA;"o"
15;"Visser et al. (2008), exp 5";NA;-0.1;NA;NA;"o"
15;"Visser et al. (2008), exp 6";NA;-0.01;NA;NA;"o"
15;"Visser et al. (2008), exp 7";NA;0.2;NA;NA;"o"
15;"Visser et al. (2008), exp 9";NA;0.2;NA;NA;"o"
15;"Wells & Sweeney (1986)";NA;0.42;NA;NA;"o"
15;"Westbrook et al. (1994), exp 1";NA;0.66;NA;NA;"o"
15;"Westbrook et al. (1994), exp 10";NA;0.69;NA;NA;"o"
15;"Westbrook et al. (1994), exp 14";NA;0.51;NA;NA;"o"
15;"Westbrook et al. (1994), exp 15";NA;0.69;NA;NA;"o"
15;"Westbrook et al. (1994), exp 16";NA;0.55;NA;NA;"o"
15;"Westbrook et al. (1994), exp 2";NA;0.59;NA;NA;"o"
15;"Westbrook et al. (1994), exp 6";NA;0.58;NA;NA;"o"
15;"Westbrook et al. (1994), exp 7";NA;0.57;NA;NA;"o"
15;"Westbrook et al. (1994), exp 8";NA;0.6;NA;NA;"o"
15;"Westbrook et al. (1994), exp 9";NA;0.62;NA;NA;"o"
15;"Wolff & Wasden (1969), exp 1";NA;-0.25;NA;NA;"o"
16;"Edens et al. (2007), exp 2";NA;NA;1.46;NA;"r"
16;"Edens et al. (2007), exp 4";NA;NA;2.75;NA;"r"
16;"Farkas (2008)";NA;NA;1.75;NA;"r"
16;"Brand et al. (2006)";NA;NA;0.5;NA;"o"
16;"Dearth (2006), exp 1";NA;NA;0.77;NA;"o"
16;"Dearth (2006), exp 2";NA;NA;1.12;NA;"o"
16;"Edens et al. (2007), exp 1";NA;NA;0.11;NA;"o"
16;"Edens et al. (2007), exp 3";NA;NA;1.33;NA;"o"
16;"Gothard et al. (1995), exp 1";NA;NA;2.87;NA;"o"
16;"Gothard et al. (1995), exp 2";NA;NA;6.93;NA;"o"
16;"Gothard et al. (1995), exp 3";NA;NA;2.96;NA;"o"
16;"Gothard et al. (1995), exp 4";NA;NA;3.76;NA;"o"
16;"Heinze & Purisch (2001)";NA;NA;5.16;NA;"o"
16;"Rogers et al. (2009), exp 1";NA;NA;2.42;NA;"o"
16;"Rogers et al. (2009), exp 2";NA;NA;1.31;NA;"o"
16;"Vagnini et al. (2006)";NA;NA;0.89;NA;"o"
17;"Amir et al. (2008)";0.15;NA;NA;NA;"r"
17;"Amir et al. (2010)";-0.08;NA;NA;NA;"r"
17;"Amir, Beard, et al. (2009)";0.56;NA;NA;NA;"r"
17;"Amir, Beard, Taylor, et al. (2009)";0.38;NA;NA;NA;"r"
17;"Baert et al. Study 2) (2010)";0.27;NA;NA;NA;"r"
17;"Baert et al.Study 1) (2010)";-0.15;NA;NA;NA;"r"
17;"Beard & Amir (2008)";0.51;NA;NA;NA;"r"
17;"Browning, Holmes, Murphy, et al. (2010) ";-0.19;NA;NA;NA;"r"
17;"Dandeneau et al. (2007, Study 2b) ";0.01;NA;NA;NA;"r"
17;"Dandeneau et al. (2007, Study 3b) ";0.52;NA;NA;NA;"r"
17;"Eldar & Bar-Haim (2010) ";0.37;NA;NA;NA;"r"
17;"Hayes et al. (2010) ";0.11;NA;NA;NA;"r"
17;"Hazen et al. (2009) ";0.58;NA;NA;NA;"r"
17;"Hirsch et al. (2007) ";0.53;NA;NA;NA;"r"
17;"Hirsch et al. (2009) ";0.35;NA;NA;NA;"r"
17;"Holmes & Mathews (2005, Study 2) ";0.1;NA;NA;NA;"r"
17;"Hoppitt et al. (2010)";-0.07;NA;NA;NA;"r"
17;"Johnson (2009) ";-0.17;NA;NA;NA;"r"
17;"Koster et al. (2010) ";-0.01;NA;NA;NA;"r"
17;"Lang et al. (2009)";0.43;NA;NA;NA;"r"
17;"Lange et al. (2010, Study 1)";0.05;NA;NA;NA;"r"
17;"Lange et al. (2010, Study 2)";0.07;NA;NA;NA;"r"
17;"Li et al. (2008) ";0.24;NA;NA;NA;"r"
17;"Mackintosh et al. (2006, Study 2) ";0.76;NA;NA;NA;"r"
17;"MacLeod et al. (2002, Study 1) ";-0.02;NA;NA;NA;"r"
17;"MacLeod et al. (2002, Study 2)";0.07;NA;NA;NA;"r"
17;"Mathews et al. (2007) ";0.52;NA;NA;NA;"r"
17;"Murphy et al. (2007) ";0.64;NA;NA;NA;"r"
17;"Reese et al. (2010)";0.19;NA;NA;NA;"r"
17;"Salemink & van den Hout (2010)";-0.17;NA;NA;NA;"r"
17;"Salemink et al. (2007a) ";0.35;NA;NA;NA;"r"
17;"Salemink et al. (2007b) ";0.23;NA;NA;NA;"r"
17;"Standage et al. (2009) ";0.2;NA;NA;NA;"r"
17;"Steinman & Teachman (2010) ";0.16;NA;NA;NA;"r"
17;"Teachman & Addison (2008)";0.12;NA;NA;NA;"r"
17;"Wadlinger (2009) [Dissertation] ";0.03;NA;NA;NA;"r"
17;"Wells & Beevers (2010) ";0.33;NA;NA;NA;"r"
17;"Wilson et al. (2006) ";-0.35;NA;NA;NA;"r"
17;"Yiend et al. (2005, Study 1) ";0.72;NA;NA;NA;"r"
17;"Yiend et al. (2005, Study 2) ";0.15;NA;NA;NA;"r"
17;"Yiend et al. (2005, Study 3)";0.22;NA;NA;NA;"r"
17;"Krebs et al. (2010) ";-0.31;NA;NA;NA;"o"
17;"Schmidt et al. (2009)a FOUT";2.1;NA;NA;NA;"o"
18;"Acevedo et al.";0.27;NA;NA;NA;"r"
18;"Alexander et al.";0.1;NA;NA;NA;"r"
18;"Bloss et al.";-0.15;NA;NA;NA;"r"
18;"Bloss et al.";0.01;NA;NA;NA;"r"
18;"Deary et al.";-0.2;NA;NA;NA;"r"
18;"Filbey et al.";-0.07;NA;NA;NA;"r"
18;"Filippini et al.";0.06;NA;NA;NA;"r"
18;"Jorm et al.";0.01;NA;NA;NA;"r"
18;"Luciano et al.";0.03;NA;NA;NA;"r"
18;"Marchant et al.";0.37;NA;NA;NA;"r"
18;"Montadori et al.";0.06;NA;NA;NA;"r"
18;"Puttonen et al.";0.29;NA;NA;NA;"r"
18;"Reiman et al.";-0.04;NA;NA;NA;"r"
18;"Richter-Schmidinger et al.";0.04;NA;NA;NA;"r"
18;"Ruiz et al.";-0.06;NA;NA;NA;"r"
18;"Scarmeas et al.";-0.25;NA;NA;NA;"r"
18;"Taylor et al.";0.01;NA;NA;NA;"r"
18;"Turic et al.";-0.01;NA;NA;NA;"r"
18;"Yu et al.";0.33;NA;NA;NA;"r"
18;"Schultz et al.";0.25;NA;NA;NA;"o"
19;"Inderlied & Powell (1979), exp 3";1.41;NA;NA;NA;"r"
19;"Inderlied & Powell (1979), exp 4";1.22;NA;NA;NA;"r"
19;"Maier (1993), exp 2";1.79;NA;NA;NA;"r"
19;"Powell & Butterfield (1987), exp 1";1.53;NA;NA;NA;"r"
19;"Powell & Butterfield (1987), exp 2";0.81;NA;NA;NA;"r"
19;"Powell (1992), exp 1";1.46;NA;NA;NA;"r"
19;"Powell (1992), exp 2";1.63;NA;NA;NA;"r"
19;"Powell et al. (2002), exp 1";1.49;NA;NA;NA;"r"
19;"Rosenwasser & Dean (1989), exp 3";2.31;NA;NA;NA;"r"
19;"Rosenwasser & Dean (1989), exp 4";1.4;NA;NA;NA;"r"
19;"Rosenwasser & Dean (1989), exp 5";1.01;NA;NA;NA;"r"
19;"Rosenwasser & Dean (1989), exp 7";1.59;NA;NA;NA;"r"
19;"Rosenwasser & Dean (1989), exp 9";1.98;NA;NA;NA;"r"
19;"Rustemeyer & Thrien (1989), exp 2";1.84;NA;NA;NA;"r"
19;"Sumer (2006)";1.29;NA;NA;NA;"r"
19;"van Engen (2006)";1;NA;NA;NA;"r"
19;"Vinnicombe & Cames (1998)";1.02;NA;NA;NA;"r"
19;"Willemsen (2002)";1.19;NA;NA;NA;"r"
19;"Williams (1989), exp 1";1;NA;NA;NA;"r"
19;"Williams (1989), exp 5";1.2;NA;NA;NA;"r"
19;"Butterfield & Powell (1981)";2.36;NA;NA;NA;"o"
19;"Cann & Siegfried (1987)";0.79;NA;NA;NA;"o"
19;"Huddy & Terkildsen (1993), exp 1";0.48;NA;NA;NA;"o"
19;"Huddy & Terkildsen (1993), exp 2";0.2;NA;NA;NA;"o"
19;"Huddy & Terkildsen (1993), exp 3";0.75;NA;NA;NA;"o"
19;"Huddy & Terkildsen (1993), exp 4";1;NA;NA;NA;"o"
19;"Inderlied & Powell (1979), exp 1";2.65;NA;NA;NA;"o"
19;"Inderlied & Powell (1979), exp 2";2.14;NA;NA;NA;"o"
19;"Maier (1993), exp 1";0.72;NA;NA;NA;"o"
19;"Marongiu & Ekehammar (2000)";0.65;NA;NA;NA;"o"
19;"Powell & Butterfield (1979), exp 1";2.35;NA;NA;NA;"o"
19;"Powell & Butterfield (1979), exp 2";1.98;NA;NA;NA;"o"
19;"Powell & Butterfield (1984)";2.47;NA;NA;NA;"o"
19;"Powell & Butterfield (1989), exp 1";2.56;NA;NA;NA;"o"
19;"Powell & Butterfield (1989), exp 2";1.97;NA;NA;NA;"o"
19;"Powell & Kido (1994), exp 1";-1.18;NA;NA;NA;"o"
19;"Powell & Kido (1994), exp 2";0.27;NA;NA;NA;"o"
19;"Powell et al. (2002), exp 2";1.08;NA;NA;NA;"o"
19;"Rosenwasser & Dean (1989), exp 1";2.44;NA;NA;NA;"o"
19;"Rosenwasser & Dean (1989), exp 2";2.66;NA;NA;NA;"o"
19;"Rosenwasser & Dean (1989), exp 6";2.4;NA;NA;NA;"o"
19;"Rosenwasser & Dean (1989), exp 8";2.55;NA;NA;NA;"o"
19;"Rustemeyer & Thrien (1989), exp 1";3.11;NA;NA;NA;"o"
19;"Stoker (2007)";1.07;NA;NA;NA;"o"
19;"Vinnicombe & Singh (2002)";1.71;NA;NA;NA;"o"
19;"Williams (1989), exp 2";0.76;NA;NA;NA;"o"
19;"Williams (1989), exp 3";0.28;NA;NA;NA;"o"
19;"Williams (1989), exp 4";0.34;NA;NA;NA;"o"
20;"Althay";NA;0.24;NA;NA;"r"
20;"Fretz";NA;0.25;NA;NA;"r"
20;"Fuertes et al.";NA;0.34;NA;NA;"r"
20;"Maramarosh et al.";NA;0.41;NA;NA;"r"
20;"Melnick & Pierce";NA;0.42;NA;NA;"r"
20;"Ritter et al.";NA;0.21;NA;NA;"r"
20;"Rothman";NA;0.5;NA;NA;"r"
20;"Staples et al.";NA;0.16;NA;NA;"r"
20;"Truax";NA;0.38;NA;NA;"r"
20;"Truax";NA;0.28;NA;NA;"r"
20;"Truax";NA;0.11;NA;NA;"r"
20;"Buckley et al.";NA;0.06;NA;NA;"o"
20;"Garfield & Bergin";NA;-0.26;NA;NA;"o"
20;"Hansen et al.";NA;0.69;NA;NA;"o"
20;"Jones & Zoppel";NA;-0.02;NA;NA;"o"
20;"Truax";NA;-0.02;NA;NA;"o"
21;"Belsky (1983)";NA;0.11;NA;NA;"r"
21;"Braungart-Rieker (2001)";NA;0.11;NA;NA;"r"
21;"Caldera (1995) ";NA;0.16;NA;NA;"r"
21;"Easterbrooks (1984)";NA;0;NA;NA;"r"
21;"Eiden (2002)";NA;0.14;NA;NA;"r"
21;"Goossens (1990)";NA;0.26;NA;NA;"r"
21;"Grossmann (1992)";NA;0.03;NA;NA;"r"
21;"Hazen (2010)";NA;0;NA;NA;"r"
21;"Kochanska (2005)";NA;0;NA;NA;"r"
21;"Lucassen (2010)";NA;0.2;NA;NA;"r"
21;"Schneider Rosen (1993)";NA;0;NA;NA;"r"
21;"Schoppe-Sullivan (2006)";NA;0.17;NA;NA;"r"
21;"Volling (1992)";NA;0.16;NA;NA;"r"
21;"Volling (2002)";NA;0;NA;NA;"r"
21;"Wong (2009) ";NA;0.24;NA;NA;"r"
21;"Cox (1992)";NA;0.43;NA;NA;"o"
22;"Aram (2005)";NA;NA;NA;0.18;"r"
22;"Davidse et al. (2010)";NA;NA;NA;0.21;"r"
22;"Senechal et al. (1996) study 2";NA;NA;NA;0.32;"r"
22;"Senechal et al. (1998)";NA;NA;NA;0.25;"r"
22;"Senechal et al. (2000)";NA;NA;NA;0.09;"r"
22;"Senechal et al. (2008)";NA;NA;NA;0.29;"r"
22;"Symons et al. (1996)";NA;NA;NA;0.38;"r"
22;"Senechal et al. (1996) study 1";NA;NA;NA;0.44;"o"
23;"Beck-Sander et al.";NA;NA;0.31;NA;"r"
23;"Colosetti";NA;NA;1.01;NA;"r"
23;"Condelli et al.";NA;NA;1.14;NA;"r"
23;"Feldman";NA;NA;1.49;NA;"r"
23;"Hodel and West";NA;NA;0.89;NA;"r"
23;"Kinzie et al.";NA;NA;2.54;NA;"r"
23;"Lamberti";NA;NA;1.24;NA;"r"
23;"Lovell et al.";NA;NA;0.67;NA;"r"
23;"Nelson et al.";NA;NA;0.75;NA;"r"
23;"Valentine";NA;NA;0.78;NA;"r"
23;"Wilson ";NA;NA;1.4;NA;"r"
23;"Zlotnick et al.";NA;NA;1.74;NA;"r"
23;"Storms";NA;NA;0.32;NA;"o"
23;"Thaut ";NA;NA;1.22;NA;"o"
23;"Zaylor et al.";NA;NA;0.26;NA;"o"
24;"Arntz et al.";0.06;NA;NA;NA;"r"
24;"Bryant et al. (2008) exp 1";-0.27;NA;NA;NA;"r"
24;"Bryant et al. (2008) exp 2";-0.24;NA;NA;NA;"r"
24;"Bryant et al. (2008) exp 3";0.01;NA;NA;NA;"r"
24;"Bryant et al. (2008) exp 5";-0.31;NA;NA;NA;"r"
24;"Bryant et al. (2008) exp 6";-0.3;NA;NA;NA;"r"
24;"Devilly and Spence";-0.65;NA;NA;NA;"r"
24;"Devilly et al.";0.31;NA;NA;NA;"r"
24;"Foa et al.";0;NA;NA;NA;"r"
24;"Foa et al.";0.22;NA;NA;NA;"r"
24;"Ironson et al.";-0.62;NA;NA;NA;"r"
24;"Johnson and Lubin exp 1";-0.51;NA;NA;NA;"r"
24;"Johnson and Lubin exp 2";0.7;NA;NA;NA;"r"
24;"Lee et al.";-0.35;NA;NA;NA;"r"
24;"Marks et al.";-0.14;NA;NA;NA;"r"
24;"Marks et al.";0.28;NA;NA;NA;"r"
24;"Marks et al.";0.4;NA;NA;NA;"r"
24;"Paunovic and Ost";-0.12;NA;NA;NA;"r"
24;"Resick et al.";-0.09;NA;NA;NA;"r"
24;"Rothbaum et al.";-0.35;NA;NA;NA;"r"
24;"Tarrier et al.";-0.15;NA;NA;NA;"r"
24;"Bryant et al. (2003)";-0.96;NA;NA;NA;"o"
24;"Bryant et al. (2008) exp 4";-0.63;NA;NA;NA;"o"
24;"Cloitre et al.";0.46;NA;NA;NA;"o"
24;"Johnson and Lubin exp 3";1.24;NA;NA;NA;"o"
24;"Power et al.";0.6;NA;NA;NA;"o"
24;"Resick et al.";0.42;NA;NA;NA;"o"
24;"Rogers et al.";1.04;NA;NA;NA;"o"
24;"Taylor et al.";-1.1;NA;NA;NA;"o"
25;"Brainstrom et al.";0.26;NA;NA;NA;"r"
25;"Foley et al.";0.64;NA;NA;NA;"r"
25;"Hoffman et al.";0.39;NA;NA;NA;"r"
25;"Johns et al.";0.3;NA;NA;NA;"r"
25;"Kingston et al.";0.89;NA;NA;NA;"r"
25;"Lengacher et al.";0.57;NA;NA;NA;"r"
25;"Lerman et al.";0.2;NA;NA;NA;"r"
25;"Speca et al.";0.42;NA;NA;NA;"r"
25;"Wurtzen et al.";0.22;NA;NA;NA;"r"
26;"Adams";NA;0.31;NA;NA;"r"
26;"Ali";NA;0.24;NA;NA;"r"
26;"Asner";NA;0.01;NA;NA;"r"
26;"Basurto";NA;0.17;NA;NA;"r"
26;"Biggs";NA;0.24;NA;NA;"r"
26;"Blash & Unger";NA;0.2;NA;NA;"r"
26;"Bracey et al.";NA;0.21;NA;NA;"r"
26;"Byers";NA;0.17;NA;NA;"r"
26;"Canabal";NA;0.24;NA;NA;"r"
26;"Carter et al.";NA;0.13;NA;NA;"r"
26;"Carter et al.";NA;0.2;NA;NA;"r"
26;"Chow";NA;0.21;NA;NA;"r"
26;"Cislo";NA;0.12;NA;NA;"r"
26;"Creagh-Kaiser";NA;0.27;NA;NA;"r"
26;"Dejud";NA;0.2;NA;NA;"r"
26;"Delva";NA;0.13;NA;NA;"r"
26;"Des Jardins";NA;0.2;NA;NA;"r"
26;"Dixon";NA;0.15;NA;NA;"r"
26;"Edwards";NA;0.13;NA;NA;"r"
26;"Elek-Fisk";NA;0.21;NA;NA;"r"
26;"Eng";NA;0.16;NA;NA;"r"
26;"Farver et al.";NA;0.05;NA;NA;"r"
26;"Foster";NA;0.13;NA;NA;"r"
26;"French";NA;0.14;NA;NA;"r"
26;"Gamst et al.";NA;0.09;NA;NA;"r"
26;"Gamst et al.";NA;0.13;NA;NA;"r"
26;"Gaudet et al.";NA;0.28;NA;NA;"r"
26;"Gaylord-Harden et al.";NA;0.17;NA;NA;"r"
26;"Gilmore";NA;0.2;NA;NA;"r"
26;"Gloria & Hird";NA;0.26;NA;NA;"r"
26;"Gonzalex";NA;0.22;NA;NA;"r"
26;"Gotowiec";NA;0.31;NA;NA;"r"
26;"Graham";NA;0.19;NA;NA;"r"
26;"Harrison";NA;0.28;NA;NA;"r"
26;"Hazen";NA;0.1;NA;NA;"r"
26;"Holmes";NA;0.03;NA;NA;"r"
26;"Hovey et al.";NA;0.09;NA;NA;"r"
26;"Inoue";NA;0;NA;NA;"r"
26;"Iwamoto";NA;0.27;NA;NA;"r"
26;"Iyer";NA;0.07;NA;NA;"r"
26;"Jo";NA;0.16;NA;NA;"r"
26;"Jones";NA;0.23;NA;NA;"r"
26;"Jones & Galliher";NA;0.16;NA;NA;"r"
26;"Juang et al.";NA;0.18;NA;NA;"r"
26;"Kaslow et al.";NA;0.24;NA;NA;"r"
26;"Kauh";NA;0.07;NA;NA;"r"
26;"Kekwaletswe";NA;0.11;NA;NA;"r"
26;"Kiang et al.";NA;0.13;NA;NA;"r"
26;"Kim";NA;0.09;NA;NA;"r"
26;"Kim & Rew";NA;0.05;NA;NA;"r"
26;"Kim-Bae";NA;0.03;NA;NA;"r"
26;"Kwan";NA;0.28;NA;NA;"r"
26;"Lamborn & Nguyen";NA;0.23;NA;NA;"r"
26;"Larson";NA;0.45;NA;NA;"r"
26;"Lavish";NA;0.19;NA;NA;"r"
26;"Lee";NA;0.36;NA;NA;"r"
26;"Lee & Yoo";NA;0.23;NA;NA;"r"
26;"Lewis";NA;0.24;NA;NA;"r"
26;"McCubbin";NA;0.19;NA;NA;"r"
26;"McDuffie";NA;0.28;NA;NA;"r"
26;"McKnight";NA;0.11;NA;NA;"r"
26;"McMahon & Watts";NA;0.22;NA;NA;"r"
26;"Mohanty et al";NA;0.33;NA;NA;"r"
26;"Mukoyama";NA;0.36;NA;NA;"r"
26;"Negy et al.";NA;0.17;NA;NA;"r"
26;"Newman et al.";NA;0.15;NA;NA;"r"
26;"Newsom";NA;0.2;NA;NA;"r"
26;"Northwood";NA;0.2;NA;NA;"r"
26;"Pallock";NA;0.29;NA;NA;"r"
26;"Parisi";NA;0.1;NA;NA;"r"
26;"Park-Adams";NA;0.09;NA;NA;"r"
26;"Phan & Tylka";NA;0.12;NA;NA;"r"
26;"Phinney & Alipuria";NA;0.29;NA;NA;"r"
26;"Phinney et al";NA;0.13;NA;NA;"r"
26;"Phinney et al.";NA;0.22;NA;NA;"r"
26;"Pittenger";NA;0.23;NA;NA;"r"
26;"Prelow et al.";NA;0.17;NA;NA;"r"
26;"Quinones";NA;0.16;NA;NA;"r"
26;"Ramirez";NA;0.29;NA;NA;"r"
26;"Reddy";NA;0.06;NA;NA;"r"
26;"Resnicow";NA;0.1;NA;NA;"r"
26;"Rivas-Drake et al.";NA;0.25;NA;NA;"r"
26;"Roberts";NA;0.29;NA;NA;"r"
26;"Rosario";NA;0.25;NA;NA;"r"
26;"Saavedra";NA;0.1;NA;NA;"r"
26;"Santana";NA;0.29;NA;NA;"r"
26;"Sasson";NA;0.12;NA;NA;"r"
26;"Schmidt";NA;0.16;NA;NA;"r"
26;"Schneider";NA;0.14;NA;NA;"r"
26;"Schwartz et al.";NA;0.14;NA;NA;"r"
26;"Shibazaki";NA;0.08;NA;NA;"r"
26;"Shrake & Rhee";NA;0.18;NA;NA;"r"
26;"Siegel et al.";NA;0.12;NA;NA;"r"
26;"Sieger & Renk";NA;0.25;NA;NA;"r"
26;"Smith";NA;0.08;NA;NA;"r"
26;"Smith";NA;0.21;NA;NA;"r"
26;"Smith & Brookins";NA;0.27;NA;NA;"r"
26;"Sobansky";NA;0.25;NA;NA;"r"
26;"Susberry";NA;0.19;NA;NA;"r"
26;"Swenson & Prelow";NA;0.18;NA;NA;"r"
26;"Tatman";NA;0.17;NA;NA;"r"
26;"Terrell";NA;0.21;NA;NA;"r"
26;"To";NA;0.32;NA;NA;"r"
26;"Tremayne";NA;0.09;NA;NA;"r"
26;"Turnage";NA;0.31;NA;NA;"r"
26;"Umana-Taylor";NA;0.16;NA;NA;"r"
